id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,label
1045835591319871489,1045835591319871489,1538181610000,2018-09-29,07:40:10,SE Asia Standard Time,108543358,infobmkg,BMKG,,"Siaran Pers #BMKG: Gempabumi Tektonik M=7.7 Kabupaten Donggala, Sulawesi Tengah pada hari Jumat, 28 September 2018, Berpotensi Tsunami  http://www.bmkg.go.id/press-release/?p=gempabumi-tektonik-m7-7-kabupaten-donggala-sulawesi-tengah-pada-hari-jumat-28-september-2018-berpotensi-tsunami&tag=press-release&lang=ID … #PrayForDonggala #PrayForPalu #Gempa",,['http://www.bmkg.go.id/press-release/?p=gempabumi-tektonik-m7-7-kabupaten-donggala-sulawesi-tengah-pada-hari-jumat-28-september-2018-berpotensi-tsunami&tag=press-release&lang=ID'],[],48,961,1152,,"['#bmkg', '#prayfordonggala', '#prayforpalu', '#gempa']",https://twitter.com/infoBMKG/status/1045835591319871489,,,0,tsunami
1045623296509628416,1045623296509628416,1538130995000,2018-09-28,17:36:35,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Peringatan dini TSUNAMI yang disebabkan oleh gempa mag:7.7, tanggal: 28-Sep-18 17:02:45 WIB, dinyatakan telah berakhir#BMKG  pic.twitter.com/wNNdOe0WME",,[],['https://pbs.twimg.com/media/DoLM1IQV4AQmhW1.png'],413,4470,2786,,['#peringatan'],https://twitter.com/infoBMKG/status/1045623296509628416,,,0,tsunami
1045621644901765126,1045616058499923968,1538130601000,2018-09-28,17:30:01,SE Asia Standard Time,108543358,infobmkg,BMKG,,"Peringatan Dini #Tsunami untuk wilayah: SULBAR, SULTENG, Gempa Mag:7.7, 28-Sep-18 17:02:44 WIB, Lok:0.18 LS, 119.85 BT (27 km TimurLaut DONGGALA-SULTENG), Kedlmn:10 Km #BMKG pic.twitter.com/NMRQm1XNOZ",,[],['https://pbs.twimg.com/media/DoLLDxUUwAA8MY5.jpg'],49,1885,714,,"['#tsunami', '#bmkg']",https://twitter.com/infoBMKG/status/1045621644901765126,,,0,tsunami
1045616401891831808,1045616401891831808,1538129351000,2018-09-28,17:09:11,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Gempa Mag:7.7, 28-Sep-18 17:02:44 WIB, Lok:0.18 LS,119.85 BT (27 km TimurLaut DONGGALA-SULTENG), Kedalaman:10 Km, Potensi tsunami utk dtrskn pd msyrkt #BMKG",,[],[],571,9935,3899,,"['#gempa', '#bmkg']",https://twitter.com/infoBMKG/status/1045616401891831808,,,0,tsunami
1026152272571428864,1026152272571428864,1533488741000,2018-08-06,00:05:41,SE Asia Standard Time,108543358,infobmkg,BMKG,,Siaran Pers #BMKG: Gempabumi Tektonik M 7.0 #Lombok - Pkl 18.46.35 WIB: Gempa M 7.0 berpotensi tsunami - Pkl 20.25 WIB: Peringatan Dini Tsunami resmi berakhir - Hingga pkl 22.00 WIB telah terjadi 47 #gempa susulan (aftershock) #PrayForLombok https://twitter.com/InaTEWS/status/1026136924317077510 …,,['https://twitter.com/InaTEWS/status/1026136924317077510'],[],28,1933,795,,"['#bmkg', '#lombok', '#gempa', '#prayforlombok']",https://twitter.com/infoBMKG/status/1026152272571428864,,https://twitter.com/InaTEWS/status/1026136924317077510,0,tsunami
1026096759645208576,1026096759645208576,1533475506000,2018-08-05,20:25:06,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Peringatan dini TSUNAMI yang disebabkan oleh gempa mag:7.0, tanggal: 05-Aug-18 18:46:35 WIB, dinyatakan telah berakhir#BMKG  pic.twitter.com/UMARNOwovQ",,[],['https://pbs.twimg.com/media/Dj1tkHGUUAAiETC.png'],868,11397,5814,,['#peringatan'],https://twitter.com/infoBMKG/status/1026096759645208576,,,0,tsunami
1026074760814374912,1026074760814374912,1533470261000,2018-08-05,18:57:41,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Pemutakhiran,Peringatan Dini Tsunami di NTB, Gempa Mag:7.0, 05-Aug-18 18:46:35WIB, Lok:8.37LS,116.48BT,Kdlmn:15Km#BMKG  pic.twitter.com/BvxnE7vq2B",,[],[],1054,17191,5624,,['#pemutakhiran'],https://twitter.com/infoBMKG/status/1026074760814374912,,,1,tsunami
942421366996746240,942174944368082944,1513525737000,2017-12-17,22:48:57,SE Asia Standard Time,108543358,infobmkg,BMKG,,"Potensi tsunami akibat gempa dengan magnitude 6,9 sudah BMKG akhiri sejak pukul 02.30 tanggal 16 Desember 2017.","['daqiqul_2731', 'gempabmkg', 'warninggempa', 'infoseismic', 'bpbdjabar', 'bpbdkabbandung']",[],[],0,0,3,,[],https://twitter.com/infoBMKG/status/942421366996746240,,,0,tsunami
941758364186419201,941732616671191040,1513367665000,2017-12-16,02:54:25,SE Asia Standard Time,108543358,infobmkg,BMKG,,"Peringatan dini #TSUNAMI yang disebabkan oleh #Gempa Mag:6.9 SR, Tanggal: 15-Dec-17 23:47:58 WIB, dinyatakan telah berakhir #BMKG",,[],[],66,1446,731,,"['#tsunami', '#gempa', '#bmkg']",https://twitter.com/infoBMKG/status/941758364186419201,,,0,tsunami
941757663699800064,941757663699800064,1513367498000,2017-12-16,02:51:38,SE Asia Standard Time,108543358,infobmkg,BMKG,,"Peringatan dini #TSUNAMI yang disebabkan oleh #Gempa Mag:6.9 SR, Tanggal: 15-Dec-17 23:47:58 WIB, dinyatakan telah berakhir #BMKG",,[],[],88,2225,1262,,"['#tsunami', '#gempa', '#bmkg']",https://twitter.com/infoBMKG/status/941757663699800064,,,0,tsunami
941732616671191040,941732616671191040,1513361527000,2017-12-16,01:12:07,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Tsunami Gempa Mag:6.9, 15-12-2017 23:47:58 WIB, Lok:7.75 LS,108.11 BT (11 km BaratDaya KAB-TASIKMALAYA-JABAR),Kedlmn:107 km #BMKG",,[],[],294,2957,1337,,"['#tsunami', '#bmkg']",https://twitter.com/infoBMKG/status/941732616671191040,,,0,tsunami
858071324039626752,858071324039626752,1493415120000,2017-04-29,04:32:00,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Tsunami Gempa Mag:7.3, 29-04-2017 03:23:20 WIB, Lok:5.45 LU,125.14 BT (206 km BaratLaut KEP-SANGIHE-SULUT),Kedlmn:43 km #BMKG",,[],[],10,201,57,,"['#tsunami', '#bmkg']",https://twitter.com/infoBMKG/status/858071324039626752,,,0,tsunami
858056224381616128,858056224381616128,1493411520000,2017-04-29,03:32:00,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Tsunami Gempa Mag:7.1, 29-04-2017 03:23:17 WIB, Lok:5.45 LU,125 BT (210 km BaratLaut KEP-SANGIHE-SULUT),Kedlmn:10 km #BMKG",,[],[],11,117,27,,"['#tsunami', '#bmkg']",https://twitter.com/infoBMKG/status/858056224381616128,,,0,tsunami
1116684175023587328,1116684175023587328,1555073228000,2019-04-12,19:47:08,SE Asia Standard Time,108543358,infobmkg,BMKG,,"#Peringatan dini TSUNAMI yang disebabkan oleh gempa mag:6.9, tanggal: 12-Apr-19 18:40:49 WIB, dinyatakan telah berakhir#BMKG  pic.twitter.com/517l1XZKb3",,[],['https://pbs.twimg.com/media/D39CVhuUUAIUxNB.jpg'],227,2128,1577,,['#peringatan'],https://twitter.com/infoBMKG/status/1116684175023587328,,,0,tsunami
1045697403813122050,1045697403813122050,1538148663000,2018-09-28,22:31:03,SE Asia Standard Time,346303384,bnpb_indonesia,BNPB Indonesia,,"2) Pusat gempa pada 10 km pada 27 km Timur Laut Donggala, Sulawesi Tengah. Gempabumi berpotensi tsunami. BMKG telah mengaktivasi peringatan dini tsunami dengan status Siaga (tinggi potensi tsunami 0,5 – 3 meter) di pantai Donggala bagian barat, #gempabumi",,[],[],1,131,87,,['#gempabumi'],https://twitter.com/BNPB_Indonesia/status/1045697403813122050,,,0,tsunami
